additional_data,answer,correct_options,description,gold,index,metadata,options,question,question_type,subject,type
,,,JEE Adv 2019 Paper 2,ACD,5.0,,,"A mixture of ideal gas containing 5 moles of monatomic gas and 1 mole of rigid diatomic gas is initially at pressure $P_{0}$, volume $V_{0}$, and temperature $T_{0}$. If the gas mixture is adiabatically compressed to a volume $V_{0} / 4$, then the correct statement(s) is/are, (Given $2^{1.2}=2.3 ; 2^{3.2}=9.2 ; R$ is gas constant)

(A) The work $|W|$ done during the process is $13 R T_{0}$

(B) The average kinetic energy of the gas mixture after compression is in between $18 R T_{0}$ and $19 R T_{0}$

(C) The final pressure of the gas mixture after compression is in between $9 P_{0}$ and $10 P_{0}$

(D) Adiabatic constant of the gas mixture is 1.6",,Physics,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,AD,8.0,,,"A free hydrogen atom after absorbing a photon of wavelength $\lambda_{a}$ gets excited from the state $n=1$ to the state $n=4$. Immediately after that the electron jumps to $n=m$ state by emitting a photon of wavelength $\lambda_{e}$. Let the change in momentum of atom due to the absorption and the emission are $\Delta p_{a}$ and $\Delta p_{e}$, respectively. If $\lambda_{a} / \lambda_{e}=\frac{1}{5}$, which of the option(s) is/are correct?

[Use $h c=1242 \mathrm{eV} \mathrm{nm} ; 1 \mathrm{~nm}=10^{-9} \mathrm{~m}, h$ and $c$ are Planck's constant and speed of light, respectively]

(A) $m=2$

(B) $\lambda_{e}=418 \mathrm{~nm}$

(C) $\Delta p_{a} / \Delta p_{e}=\frac{1}{2}$

(D) The ratio of kinetic energy of the electron in the state $n=m$ to the state $n=1$ is $\frac{1}{4}$",,Physics,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,135,13.0,,,"Suppose a ${ }_{88}^{226} R a$ nucleus at rest and in ground state undergoes $\alpha$-decay to a ${ }_{86}^{222} R n$ nucleus in its excited state. The kinetic energy of the emitted $\alpha$ particle is found to be $4.44 \mathrm{MeV}$. ${ }_{86}^{222} R n$ nucleus then goes to its ground state by $\gamma$-decay. What is the energy of the emitted $\gamma$ photon is $\mathrm{keV}$?

[Given: atomic mass of ${ }_{88}^{226} R a=226.005 \mathrm{u}$, atomic mass of ${ }_{86}^{222} R n=222.000 \mathrm{u}$, atomic mass of $\alpha$ particle $=4.000 \mathrm{u}, 1 \mathrm{u}=931 \mathrm{MeV} / \mathrm{c}^{2}, \mathrm{c}$ is speed of the light]",,Physics,Numeric
,,,JEE Adv 2019 Paper 2,0.69,14.0,,,"An optical bench has $1.5 \mathrm{~m}$ long scale having four equal divisions in each $\mathrm{cm}$. While measuring the focal length of a convex lens, the lens is kept at $75 \mathrm{~cm}$ mark of the scale and the object pin is kept at $45 \mathrm{~cm}$ mark. The image of the object pin on the other side of the lens overlaps with image pin that is kept at $135 \mathrm{~cm}$ mark. In this experiment, what is the percentage error in the measurement of the focal length of the lens?",,Physics,Numeric
,,,JEE Adv 2019 Paper 2,ABC,19.0,,,"The cyanide process of gold extraction involves leaching out gold from its ore with $\mathrm{CN}^{-}$in the presence of $\mathbf{Q}$ in water to form $\mathrm{R}$. Subsequently, $\mathrm{R}$ is treated with $\mathrm{T}$ to obtain $\mathrm{Au}$ and $\mathrm{Z}$. Choose the correct option(s)

(A) $\mathrm{Q}$ is $\mathrm{O}_{2}$

(B) $\mathrm{T}$ is $\mathrm{Zn}$

(C) $\mathrm{Z}$ is $\left[\mathrm{Zn}(\mathrm{CN})_{4}\right]^{2-}$

(D) $\mathrm{R}$ is $\left[\mathrm{Au}(\mathrm{CN})_{4}\right]^{-}$",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,ABD,20.0,,,"With reference to aqua regia, choose the correct option(s)

(A) Aqua regia is prepared by mixing conc. $\mathrm{HCl}$ and conc. $\mathrm{HNO}_{3}$ in $3: 1(v / v)$ ratio

(B) Reaction of gold with aqua regia produces an anion having Au in +3 oxidation state

(C) Reaction of gold with aqua regia produces $\mathrm{NO}_{2}$ in the absence of air

(D) The yellow colour of aqua regia is due to the presence of $\mathrm{NOCl}$ and $\mathrm{Cl}_{2}$",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,ACD,21.0,,,"Consider the following reactions (unbalanced)

$\mathrm{Zn}+$ hot conc. $\mathrm{H}_{2} \mathrm{SO}_{4} \rightarrow \mathrm{G}+\mathrm{R}+\mathrm{X}$

$\mathrm{Zn}+$ conc. $\mathrm{NaOH} \rightarrow \mathrm{T}+\mathbf{Q}$

$\mathbf{G}+\mathrm{H}_{2} \mathrm{~S}+\mathrm{NH}_{4} \mathrm{OH} \rightarrow \mathbf{Z}$ (a precipitate) $+\mathbf{X}+\mathrm{Y}$

Choose the correct option(s)

(A) $\mathrm{Z}$ is dirty white in colour

(B) The oxidation state of $\mathrm{Zn}$ in $\mathrm{T}$ is +1

(C) $\mathrm{R}$ is a V-shaped molecule

(D) Bond order of $\mathbf{Q}$ is 1 in its ground state",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,AB,22.0,,,"The ground state energy of hydrogen atom is $-13.6 \mathrm{eV}$. Consider an electronic state $\Psi$ of $\mathrm{He}^{+}$ whose energy, azimuthal quantum number and magnetic quantum number are $-3.4 \mathrm{eV}, 2$ and 0 , respectively. Which of the following statement(s) is(are) true for the state $\Psi$ ?

(A) It is a $4 d$ state

(B) It has 2 angular nodes

(C) It has 3 radial nodes

(D) The nuclear charge experienced by the electron in this state is less than $2 e$, where $e$ is the magnitude of the electronic charge",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,BC,26.0,,,"Choose the correct option(s) from the following

(A) Natural rubber is polyisoprene containing trans alkene units

(B) Nylon-6 has amide linkages

(C) Teflon is prepared by heating tetrafluoroethene in presence of a persulphate catalyst at high pressure

(D) Cellulose has only $\alpha$-D-glucose units that are joined by glycosidic linkages",,Chemistry,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,288,27.0,,,"What is the amount of water produced (in g) in the oxidation of 1 mole of rhombic sulphur by conc. $\mathrm{HNO}_{3}$ to a compound with the highest oxidation state of sulphur?

(Given data: Molar mass of water $=18 \mathrm{~g} \mathrm{~mol}^{-1}$ )",,Chemistry,Numeric
,,,JEE Adv 2019 Paper 2,6,28.0,,,"What is the total number of cis $\mathrm{N}-\mathrm{Mn}-\mathrm{Cl}$ bond angles (that is, $\mathrm{Mn}-\mathrm{N}$ and $\mathrm{Mn}-\mathrm{Cl}$ bonds in cis positions) present in a molecule of cis-[Mn(en $\left.)_{2} \mathrm{Cl}_{2}\right]$ complex?

(en $=\mathrm{NH}_{2} \mathrm{CH}_{2} \mathrm{CH}_{2} \mathrm{NH}_{2}$ )",,Chemistry,Numeric
,,,JEE Adv 2019 Paper 2,2.3,29.0,,,"The decomposition reaction $2 \mathrm{~N}_{2} \mathrm{O}_{5}(g) \stackrel{\Delta}{\rightarrow} 2 \mathrm{~N}_{2} \mathrm{O}_{4}(g)+\mathrm{O}_{2}(g)$ is started in a closed cylinder under isothermal isochoric condition at an initial pressure of $1 \mathrm{~atm}$. After $\mathrm{Y} \times 10^{3} \mathrm{~s}$, the pressure inside the cylinder is found to be $1.45 \mathrm{~atm}$. If the rate constant of the reaction is $5 \times 10^{-4} \mathrm{~s}^{-1}$, assuming ideal gas behavior, what is the value of $\mathrm{Y}$?",,Chemistry,Numeric
,,,JEE Adv 2019 Paper 2,2.98,30.0,,,"The mole fraction of urea in an aqueous urea solution containing $900 \mathrm{~g}$ of water is 0.05 . If the density of the solution is $1.2 \mathrm{~g} \mathrm{~cm}^{-3}$, what is the molarity of urea solution? (Given data: Molar masses of urea and water are $60 \mathrm{~g} \mathrm{~mol}^{-1}$ and $18 \mathrm{~g} \mathrm{~mol}^{-1}$, respectively)",,Chemistry,Numeric
,,,JEE Adv 2019 Paper 2,10,32.0,,,"What is the total number of isomers, considering both structural and stereoisomers, of cyclic ethers with the molecular formula $\mathrm{C}_{4} \mathrm{H}_{8} \mathrm{O}$?",,Chemistry,Numeric
,,,JEE Adv 2019 Paper 2,ABC,37.0,,,"Let

\[
\begin{aligned}

& P_{1}=I=\left[\begin{array}{lll}

1 & 0 & 0 \\

0 & 1 & 0 \\

0 & 0 & 1

\end{array}\right], \quad P_{2}=\left[\begin{array}{lll}

1 & 0 & 0 \\

0 & 0 & 1 \\

0 & 1 & 0

\end{array}\right], \quad P_{3}=\left[\begin{array}{lll}

0 & 1 & 0 \\

1 & 0 & 0 \\

0 & 0 & 1

\end{array}\right], \\

& P_{4}=\left[\begin{array}{lll}

0 & 1 & 0 \\

0 & 0 & 1 \\

1 & 0 & 0

\end{array}\right], \quad P_{5}=\left[\begin{array}{lll}

0 & 0 & 1 \\

1 & 0 & 0 \\

0 & 1 & 0

\end{array}\right], \quad P_{6}=\left[\begin{array}{ccc}

0 & 0 & 1 \\

0 & 1 & 0 \\

1 & 0 & 0

\end{array}\right] \\

& \text { and } X=\sum_{k=1}^{6} P_{k}\left[\begin{array}{lll}

2 & 1 & 3 \\

1 & 0 & 2 \\

3 & 2 & 1

\end{array}\right] P_{k}^{T}

\end{aligned}
\]

where $P_{k}^{T}$ denotes the transpose of the matrix $P_{k}$. Then which of the following options is/are correct?

(A) If $X\left[\begin{array}{l}1 \\ 1 \\ 1\end{array}\right]=\alpha\left[\begin{array}{l}1 \\ 1 \\ 1\end{array}\right]$, then $\alpha=30$

(B) $X$ is a symmetric matrix

(C) The sum of diagonal entries of $X$ is 18

(D) $X-30 I$ is an invertible matrix",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,AB,40.0,,,"Let $f: \mathbb{R} \rightarrow \mathbb{R}$ be a function. We say that $f$ has

PROPERTY 1 if $\lim _{h \rightarrow 0} \frac{f(h)-f(0)}{\sqrt{|h|}}$ exists and is finite, and

PROPERTY 2 if $\lim _{h \rightarrow 0} \frac{f(h)-f(0)}{h^{2}}$ exists and is finite.

Then which of the following options is/are correct?

(A) $f(x)=|x|$ has PROPERTY 1

(B) $f(x)=x^{2 / 3}$ has PROPERTY 1

(C) $f(x)=x|x|$ has PROPERTY 2

(D) $f(x)=\sin x$ has PROPERTY 2",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,BCD,41.0,,,"Let

\[
f(x)=\frac{\sin \pi x}{x^{2}}, \quad x>0
\]

Let $x_{1}<x_{2}<x_{3}<\cdots<x_{n}<\cdots$ be all the points of local maximum of $f$ and $y_{1}<y_{2}<y_{3}<\cdots<y_{n}<\cdots$ be all the points of local minimum of $f$.

Then which of the following options is/are correct?

(A) $x_{1}<y_{1}$

(B) $x_{n+1}-x_{n}>2$ for every $n$

(C) $\quad x_{n} \in\left(2 n, 2 n+\frac{1}{2}\right)$ for every $n$

(D) $\left|x_{n}-y_{n}\right|>1$ for every $n$",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,AD,42.0,,,"For $a \in \mathbb{R},|a|>1$, let

\[
\lim _{n \rightarrow \infty}\left(\frac{1+\sqrt[3]{2}+\cdots+\sqrt[3]{n}}{n^{7 / 3}\left(\frac{1}{(a n+1)^{2}}+\frac{1}{(a n+2)^{2}}+\cdots+\frac{1}{(a n+n)^{2}}\right)}\right)=54
\]

Then the possible value(s) of $a$ is/are

(A) -9

(B) -6

(C) 7

(D) 8",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,ABD,43.0,,,"Let $f: \mathbb{R} \rightarrow \mathbb{R}$ be given by $f(x)=(x-1)(x-2)(x-5)$. Define

\[
F(x)=\int_{0}^{x} f(t) d t, \quad x>0 .
\]

Then which of the following options is/are correct?

(A) $F$ has a local minimum at $x=1$

(B) $F$ has a local maximum at $x=2$

(C) $F$ has two local maxima and one local minimum in $(0, \infty)$

(D) $\quad F(x) \neq 0$ for all $x \in(0,5)$",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,AC,44.0,,,"Three lines

\[
\begin{aligned}

L_{1}: & \vec{r}=\lambda \hat{i}, \lambda \in \mathbb{R}, \\

L_{2}: & \vec{r}=\hat{k}+\mu \hat{j}, \mu \in \mathbb{R} \text { and } \\

L_{3}: & \vec{r}=\hat{i}+\hat{j}+v \hat{k}, \quad v \in \mathbb{R}

\end{aligned}
\]

are given. For which point(s) $Q$ on $L_{2}$ can we find a point $P$ on $L_{1}$ and a point $R$ on $L_{3}$ so that $P, Q$ and $R$ are collinear?

(A) $\hat{k}-\frac{1}{2} \hat{j}$

(B) $\hat{k}$

(C) $\hat{k}+\frac{1}{2} \hat{j}$

(D) $\hat{k}+\hat{j}$",,Mathematics,MCQ(multiple)
,,,JEE Adv 2019 Paper 2,6.2,45.0,,,"Suppose

\[
\operatorname{det}\left[\begin{array}{cc}

\sum_{k=0}^{n} k & \sum_{k=0}^{n}{ }^{n} C_{k} k^{2} \\

\sum_{k=0}^{n}{ }^{n} C_{k} k & \sum_{k=0}^{n}{ }^{n} C_{k} 3^{k}

\end{array}\right]=0
\]

holds for some positive integer $n$. Then what does $\sum_{k=0}^{n} \frac{{ }^{n} C_{k}}{k+1}$?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 2,30,46.0,,,"Five persons $A, B, C, D$ and $E$ are seated in a circular arrangement. If each of them is given a hat of one of the three colours red, blue and green, then what is the number of ways of distributing the hats such that the persons seated in adjacent seats get different coloured hats?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 2,422,47.0,,,"Let $|X|$ denote the number of elements in a set $X$. Let $S=\{1,2,3,4,5,6\}$ be a sample space, where each element is equally likely to occur. If $A$ and $B$ are independent events associated with $S$, then what is the number of ordered pairs $(A, B)$ such that $1 \leq|B|<|A|$?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 2,0,48.0,,,"What is the value of

\[
\sec ^{-1}\left(\frac{1}{4} \sum_{k=0}^{10} \sec \left(\frac{7 \pi}{12}+\frac{k \pi}{2}\right) \sec \left(\frac{7 \pi}{12}+\frac{(k+1) \pi}{2}\right)\right)
\]

in the interval $\left[-\frac{\pi}{4}, \frac{3 \pi}{4}\right]$?",,Mathematics,Numeric
,,,JEE Adv 2019 Paper 2,0.5,49.0,,,"What is the value of the integral


\[
\int_{0}^{\pi / 2} \frac{3 \sqrt{\cos \theta}}{(\sqrt{\cos \theta}+\sqrt{\sin \theta})^{5}} d \theta
\]?",,Mathematics,Numeric
,,,JEE Adv 2020 Paper 1,BC,7.0,,,"A particle of mass $m$ moves in circular orbits with potential energy $V(r)=F r$, where $F$ is a positive constant and $r$ is its distance from the origin. Its energies are calculated using the Bohr model. If the radius of the particle's orbit is denoted by $R$ and its speed and energy are denoted by $v$ and $E$, respectively, then for the $n^{\text {th }}$ orbit (here $h$ is the Planck's constant)

(A) $R \propto n^{1 / 3}$ and $v \propto n^{2 / 3}$

(B) $R \propto n^{2 / 3}$ and $\mathrm{v} \propto n^{1 / 3}$

(C) $E=\frac{3}{2}\left(\frac{n^{2} h^{2} F^{2}}{4 \pi^{2} m}\right)^{1 / 3}$

(D) $E=2\left(\frac{n^{2} h^{2} F^{2}}{4 \pi^{2} m}\right)^{1 / 3}$",,Physics,MCQ(multiple)
,,,JEE Adv 2020 Paper 1,BCD,8.0,,,"The filament of a light bulb has surface area $64 \mathrm{~mm}^{2}$. The filament can be considered as a black body at temperature $2500 \mathrm{~K}$ emitting radiation like a point source when viewed from far. At night the light bulb is observed from a distance of $100 \mathrm{~m}$. Assume the pupil of the eyes of the observer to be circular with radius $3 \mathrm{~mm}$. Then

(Take Stefan-Boltzmann constant $=5.67 \times 10^{-8} \mathrm{Wm}^{-2} \mathrm{~K}^{-4}$, Wien's displacement constant $=$ $2.90 \times 10^{-3} \mathrm{~m}-\mathrm{K}$, Planck's constant $=6.63 \times 10^{-34} \mathrm{Js}$, speed of light in vacuum $=3.00 \times$ $\left.10^{8} \mathrm{~ms}^{-1}\right)$

(A) power radiated by the filament is in the range $642 \mathrm{~W}$ to $645 \mathrm{~W}$

(B) radiated power entering into one eye of the observer is in the range $3.15 \times 10^{-8} \mathrm{~W}$ to

\[
3.25 \times 10^{-8} \mathrm{~W}
\]

(C) the wavelength corresponding to the maximum intensity of light is $1160 \mathrm{~nm}$

(D) taking the average wavelength of emitted radiation to be $1740 \mathrm{~nm}$, the total number of photons entering per second into one eye of the observer is in the range $2.75 \times 10^{11}$ to $2.85 \times 10^{11}$",,Physics,MCQ(multiple)
,,,JEE Adv 2020 Paper 1,AB,9.0,,,"Sometimes it is convenient to construct a system of units so that all quantities can be expressed in terms of only one physical quantity. In one such system, dimensions of different quantities are given in terms of a quantity $X$ as follows: [position $]=\left[X^{\alpha}\right]$; [speed $]=\left[X^{\beta}\right]$; [acceleration $]=\left[X^{p}\right]$; $[$ linear momentum $]=\left[X^{q}\right] ;$ force $]=\left[X^{r}\right]$. Then

(A) $\alpha+p=2 \beta$

(B) $p+q-r=\beta$

(C) $p-q+r=\alpha$

(D) $p+q+r=\beta$",,Physics,MCQ(multiple)
,,,JEE Adv 2020 Paper 1,25.6,13.0,,,"Put a uniform meter scale horizontally on your extended index fingers with the left one at $0.00 \mathrm{~cm}$ and the right one at $90.00 \mathrm{~cm}$. When you attempt to move both the fingers slowly towards the center, initially only the left finger slips with respect to the scale and the right finger does not. After some distance, the left finger stops and the right one starts slipping. Then the right finger stops at a distance $x_{R}$ from the center $(50.00 \mathrm{~cm})$ of the scale and the left one starts slipping again. This happens because of the difference in the frictional forces on the two fingers. If the coefficients of static and dynamic friction between the fingers and the scale are 0.40 and 0.32 , respectively, what is the value of $x_{R}$ (in $\mathrm{cm})$?",,Physics,Numeric
,,,JEE Adv 2020 Paper 1,1.77,16.0,,,"Consider one mole of helium gas enclosed in a container at initial pressure $P_{1}$ and volume $V_{1}$. It expands isothermally to volume $4 V_{1}$. After this, the gas expands adiabatically and its volume becomes $32 V_{1}$. The work done by the gas during isothermal and adiabatic expansion processes are $W_{\text {iso }}$ and $W_{\text {adia }}$, respectively. If the ratio $\frac{W_{\text {iso }}}{W_{\text {adia }}}=f \ln 2$, then what is the value of $f$?",,Physics,Numeric
,,,JEE Adv 2020 Paper 1,0.62,17.0,,,"A stationary tuning fork is in resonance with an air column in a pipe. If the tuning fork is moved with a speed of $2 \mathrm{~ms}^{-1}$ in front of the open end of the pipe and parallel to it, the length of the pipe should be changed for the resonance to occur with the moving tuning fork. If the speed of sound in air is $320 \mathrm{~ms}^{-1}$, what is the smallest value of the percentage change required in the length of the pipe?",,Physics,Numeric
,,,JEE Adv 2020 Paper 1,6.4,18.0,,,"A circular disc of radius $R$ carries surface charge density $\sigma(r)=\sigma_{0}\left(1-\frac{r}{R}\right)$, where $\sigma_{0}$ is a constant and $r$ is the distance from the center of the disc. Electric flux through a large spherical surface that encloses the charged disc completely is $\phi_{0}$. Electric flux through another spherical surface of radius $\frac{R}{4}$ and concentric with the disc is $\phi$. Then what is the ratio $\frac{\phi_{0}}{\phi}$?",,Physics,Numeric
,,,JEE Adv 2020 Paper 1,B,20.0,,,"Which of the following liberates $\mathrm{O}_{2}$ upon hydrolysis?

(A) $\mathrm{Pb}_{3} \mathrm{O}_{4}$

(B) $\mathrm{KO}_{2}$

(C) $\mathrm{Na}_{2} \mathrm{O}_{2}$

(D) $\mathrm{Li}_{2} \mathrm{O}_{2}$",,Chemistry,MCQ
,,,JEE Adv 2020 Paper 1,A,21.0,,,"A colorless aqueous solution contains nitrates of two metals, $\mathbf{X}$ and $\mathbf{Y}$. When it was added to an aqueous solution of $\mathrm{NaCl}$, a white precipitate was formed. This precipitate was found to be partly soluble in hot water to give a residue $\mathbf{P}$ and a solution $\mathbf{Q}$. The residue $\mathbf{P}$ was soluble in aq. $\mathrm{NH}_{3}$ and also in excess sodium thiosulfate. The hot solution $\mathbf{Q}$ gave a yellow precipitate with KI. The metals $\mathbf{X}$ and $\mathbf{Y}$, respectively, are

(A) Ag and $\mathrm{Pb}$

(B) Ag and Cd

(C) $\mathrm{Cd}$ and $\mathrm{Pb}$

(D) Cd and Zn",,Chemistry,MCQ
,,,JEE Adv 2020 Paper 1,ABC,25.0,,,"In thermodynamics, the $P-V$ work done is given by

\[
w=-\int d V P_{\mathrm{ext}}
\]

For a system undergoing a particular process, the work done is,

This equation is applicable to a

\[
w=-\int d V\left(\frac{R T}{V-b}-\frac{a}{V^{2}}\right)
\]

(A) system that satisfies the van der Waals equation of state.

(B) process that is reversible and isothermal.

(C) process that is reversible and adiabatic.

(D) process that is irreversible and at constant pressure.",,Chemistry,MCQ(multiple)
,,,JEE Adv 2020 Paper 1,AC,28.0,,,"Choose the correct statement(s) among the following:

(A) $\left[\mathrm{FeCl}_{4}\right]^{-}$has tetrahedral geometry.

(B) $\left[\mathrm{Co}(\mathrm{en})\left(\mathrm{NH}_{3}\right)_{2} \mathrm{Cl}_{2}\right]^{+}$has 2 geometrical isomers.

(C) $\left[\mathrm{FeCl}_{4}\right]^{-}$has higher spin-only magnetic moment than $\left[\mathrm{Co}(\mathrm{en})\left(\mathrm{NH}_{3}\right)_{2} \mathrm{Cl}_{2}\right]^{+}$.

(D) The cobalt ion in $\left[\mathrm{Co}(\mathrm{en})\left(\mathrm{NH}_{3}\right)_{2} \mathrm{Cl}_{2}\right]^{+}$has $\mathrm{sp}^{3} d^{2}$ hybridization.",,Chemistry,MCQ(multiple)
,,,JEE Adv 2020 Paper 1,ABD,29.0,,,"With respect to hypochlorite, chlorate and perchlorate ions, choose the correct statement(s).

(A) The hypochlorite ion is the strongest conjugate base.

(B) The molecular shape of only chlorate ion is influenced by the lone pair of electrons of $\mathrm{Cl}$.

(C) The hypochlorite and chlorate ions disproportionate to give rise to identical set of ions.

(D) The hypochlorite ion oxidizes the sulfite ion.",,Chemistry,MCQ(multiple)
,,,JEE Adv 2020 Paper 1,0.11,31.0,,,"$5.00 \mathrm{~mL}$ of $0.10 \mathrm{M}$ oxalic acid solution taken in a conical flask is titrated against $\mathrm{NaOH}$ from a burette using phenolphthalein indicator. The volume of $\mathrm{NaOH}$ required for the appearance of permanent faint pink color is tabulated below for five experiments. What is the concentration, in molarity, of the $\mathrm{NaOH}$ solution?

\begin{center}

\begin{tabular}{|c|c|}

\hline

Exp. No. & Vol. of NaOH (mL) \\

\hline

$\mathbf{1}$ & 12.5 \\

\hline

$\mathbf{2}$ & 10.5 \\

\hline

$\mathbf{3}$ & 9.0 \\

\hline

$\mathbf{4}$ & 9.0 \\

\hline

$\mathbf{5}$ & 9.0 \\

\hline

\end{tabular}

\end{center}",,Chemistry,Numeric
